image_id,case,source_image,source_label,nnunet_image,nnunet_label,image_mode,label_mode
126,ERIHC_0126,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_126.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0126.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0126_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0126.png,symlink,symlink
127,ERIHC_0127,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_127.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0127.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0127_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0127.png,symlink,symlink
128,ERIHC_0128,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_128.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0128.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0128_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0128.png,symlink,symlink
129,ERIHC_0129,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_129.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0129.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0129_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0129.png,symlink,symlink
130,ERIHC_0130,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_130.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0130.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0130_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0130.png,symlink,symlink
131,ERIHC_0131,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_131.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0131.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0131_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0131.png,symlink,symlink
132,ERIHC_0132,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_132.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0132.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0132_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0132.png,symlink,symlink
133,ERIHC_0133,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_133.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0133.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0133_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0133.png,symlink,symlink
134,ERIHC_0134,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_134.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0134.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0134_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0134.png,symlink,symlink
135,ERIHC_0135,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_135.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0135.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0135_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0135.png,symlink,symlink
136,ERIHC_0136,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_136.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0136.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0136_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0136.png,symlink,symlink
137,ERIHC_0137,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_137.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0137.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0137_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0137.png,symlink,symlink
138,ERIHC_0138,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_138.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0138.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0138_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0138.png,symlink,symlink
139,ERIHC_0139,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_139.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0139.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0139_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0139.png,symlink,symlink
140,ERIHC_0140,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_140.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0140.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0140_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0140.png,symlink,symlink
141,ERIHC_0141,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_141.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0141.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0141_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0141.png,symlink,symlink
142,ERIHC_0142,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_142.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0142.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0142_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0142.png,symlink,symlink
143,ERIHC_0143,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_143.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0143.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0143_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0143.png,symlink,symlink
144,ERIHC_0144,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_144.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0144.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0144_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0144.png,symlink,symlink
145,ERIHC_0145,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_145.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0145.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0145_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0145.png,symlink,symlink
146,ERIHC_0146,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_146.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0146.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0146_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0146.png,symlink,symlink
147,ERIHC_0147,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_147.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0147.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0147_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0147.png,symlink,symlink
148,ERIHC_0148,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_148.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0148.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0148_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0148.png,symlink,symlink
149,ERIHC_0149,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_149.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0149.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0149_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0149.png,symlink,symlink
150,ERIHC_0150,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_150.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0150.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0150_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0150.png,symlink,symlink
151,ERIHC_0151,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_151.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0151.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0151_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0151.png,symlink,symlink
152,ERIHC_0152,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_152.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0152.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0152_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0152.png,symlink,symlink
153,ERIHC_0153,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_153.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0153.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0153_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0153.png,symlink,symlink
154,ERIHC_0154,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_154.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0154.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0154_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0154.png,symlink,symlink
155,ERIHC_0155,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_155.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0155.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0155_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0155.png,symlink,symlink
156,ERIHC_0156,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_156.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0156.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0156_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0156.png,symlink,symlink
157,ERIHC_0157,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_157.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0157.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0157_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0157.png,symlink,symlink
158,ERIHC_0158,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_158.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0158.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0158_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0158.png,symlink,symlink
159,ERIHC_0159,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_159.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0159.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0159_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0159.png,symlink,symlink
160,ERIHC_0160,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_160.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0160.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0160_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0160.png,symlink,symlink
161,ERIHC_0161,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_161.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0161.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0161_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0161.png,symlink,symlink
162,ERIHC_0162,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_162.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0162.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0162_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0162.png,symlink,symlink
163,ERIHC_0163,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_163.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0163.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0163_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0163.png,symlink,symlink
164,ERIHC_0164,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_164.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0164.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0164_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0164.png,symlink,symlink
165,ERIHC_0165,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_165.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0165.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0165_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0165.png,symlink,symlink
166,ERIHC_0166,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_166.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0166.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0166_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0166.png,symlink,symlink
167,ERIHC_0167,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_167.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0167.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/imagesTr/ERIHC_0167_0000.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/phase2_acceptance_experiments/nnunet_workspace/nnUNet_raw/Dataset501_ERIHCSeg/labelsTr/ERIHC_0167.png,symlink,symlink
